timestamp,open,high,low,close,volume
2026-04-05 18:19:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:20:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:21:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:22:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:23:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:24:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:25:00,371.85,371.85,371.85,371.85,0.0
2026-04-05 18:26:00,372.36,372.4,372.36,372.4,1.075
2026-04-05 18:27:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:28:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:29:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:30:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:31:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:32:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:33:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:34:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:35:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:36:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:37:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:38:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:39:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:40:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:41:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:42:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:43:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:44:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:45:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:46:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:47:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:48:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:49:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:50:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:51:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:52:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:53:00,372.4,372.4,372.4,372.4,0.134
2026-04-05 18:54:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:55:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:56:00,372.4,372.4,372.4,372.4,0.0
2026-04-05 18:57:00,372.01,372.01,372.01,372.01,0.028
2026-04-05 18:58:00,372.01,372.01,372.01,372.01,0.0
2026-04-05 18:59:00,372.28,372.28,372.21,372.21,5.464
2026-04-05 19:00:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:01:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:02:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:03:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:04:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:05:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:06:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:07:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:08:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:09:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:10:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:11:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:12:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:13:00,372.21,372.21,372.21,372.21,0.0
2026-04-05 19:14:00,372.4,372.4,372.23,372.23,21.099
2026-04-05 19:15:00,372.23,372.23,372.23,372.23,0.0
2026-04-05 19:16:00,372.23,372.23,372.23,372.23,0.0
2026-04-05 19:17:00,372.23,372.23,372.23,372.23,0.0
2026-04-05 19:18:00,372.47,372.47,372.47,372.47,0.071
2026-04-05 19:19:00,372.47,372.47,372.47,372.47,0.0
2026-04-05 19:20:00,372.47,372.7,372.47,372.7,11.122
2026-04-05 19:21:00,372.7,372.7,372.7,372.7,0.0
2026-04-05 19:22:00,372.7,372.7,372.7,372.7,0.0
2026-04-05 19:23:00,372.7,372.7,372.23,372.23,4.593
2026-04-05 19:24:00,372.68,372.8,372.68,372.8,11.163
2026-04-05 19:25:00,372.82,372.82,372.32,372.32,0.943
2026-04-05 19:26:00,372.32,372.32,372.32,372.32,0.0
2026-04-05 19:27:00,372.32,372.32,372.32,372.32,0.0
2026-04-05 19:28:00,372.32,372.32,372.32,372.32,0.0
2026-04-05 19:29:00,372.32,372.32,372.32,372.32,0.0
2026-04-05 19:30:00,372.46,372.46,372.46,372.46,0.539
2026-04-05 19:31:00,372.82,372.82,372.82,372.82,0.129
2026-04-05 19:32:00,372.82,372.82,372.82,372.82,0.0
2026-04-05 19:33:00,372.54,372.55,372.52,372.53,12.842
2026-04-05 19:34:00,372.53,372.53,372.38,372.48,25.696
2026-04-05 19:35:00,372.48,372.48,372.41,372.45,9.637
2026-04-05 19:36:00,372.47,372.47,372.47,372.47,3.342
2026-04-05 19:37:00,372.47,372.47,372.47,372.47,0.0
2026-04-05 19:38:00,372.47,372.81,372.41,372.41,12.891
2026-04-05 19:39:00,372.41,372.41,372.41,372.41,0.0
2026-04-05 19:40:00,372.41,372.41,372.41,372.41,0.0
2026-04-05 19:41:00,372.45,372.45,372.45,372.45,39.44
2026-04-05 19:42:00,372.43,372.43,372.43,372.43,0.035
2026-04-05 19:43:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:44:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:45:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:46:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:47:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:48:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:49:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:50:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:51:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:52:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:53:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:54:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:55:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:56:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:57:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:58:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 19:59:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:00:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:01:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:02:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:03:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:04:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:05:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:06:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:07:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:08:00,372.43,372.43,372.43,372.43,0.0
2026-04-05 20:09:00,372.26,372.26,372.25,372.25,3.93
2026-04-05 20:10:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:11:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:12:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:13:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:14:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:15:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:16:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:17:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:18:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:19:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:20:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:21:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:22:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:23:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:24:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:25:00,372.25,372.25,372.25,372.25,0.0
2026-04-05 20:26:00,372.27,372.27,372.27,372.27,0.76
2026-04-05 20:27:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:28:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:29:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:30:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:31:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:32:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:33:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:34:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:35:00,372.27,372.27,372.27,372.27,0.0
2026-04-05 20:36:00,372.27,372.27,372.27,372.27,0.0
