captured_at_utc,exchange_time,exchange_time_ms,asset,symbol,market_id,book_nonce,best_bid_px,best_bid_sz,best_bid_orders,best_ask_px,best_ask_sz,best_ask_orders,mid_px,spread_px,spread_bps,bid_depth_5_sz,bid_depth_5_notional,ask_depth_5_sz,ask_depth_5_notional,bid_depth_20_sz,bid_depth_20_notional,ask_depth_20_sz,ask_depth_20_notional
2026-04-23T08:14:26.817678Z,2026-04-23T08:14:26.052059Z,1776932066052,GOLD,XAU,92,10590531517,4720.05,0.0211,0,4720.25,14.0263,0,4720.15,0.1999999999998181,0.42371534802880867,15.120299999999999,71358.573088,17.2657,81499.30941100001,113.2624,534490.642273,88.32189999999999,416947.61466200004
2026-04-23T08:14:27.002284Z,2026-04-23T08:14:26.662839Z,1776932066662,GOLD,XAU,92,10590532194,4720.05,0.0211,0,4720.25,14.0263,0,4720.15,0.1999999999998181,0.42371534802880867,15.120299999999999,71358.573088,17.2657,81499.30941100001,112.67889999999998,531737.451178,78.77939999999998,371894.96712100005
2026-04-23T08:14:28.013745Z,2026-04-23T08:14:27.904832Z,1776932067904,GOLD,XAU,92,10590533298,4720.05,0.0211,0,4720.25,14.0263,0,4720.15,0.1999999999998181,0.42371534802880867,15.120299999999999,71358.51308799999,17.2657,81499.30941100001,112.67889999999998,531737.116978,78.77949999999998,371895.1611900001
2026-04-23T08:14:29.001070Z,2026-04-23T08:14:28.856173Z,1776932068856,GOLD,XAU,92,10590534135,4720.05,0.0211,0,4720.25,14.0263,0,4720.15,0.1999999999998181,0.42371534802880867,15.120299999999999,71358.51308799999,17.2657,81499.30941100001,107.77839999999999,508612.847593,78.77959999999999,371895.18844600004
