captured_at_utc,exchange_time,exchange_time_ms,asset,coin,best_bid_px,best_bid_sz,best_bid_orders,best_ask_px,best_ask_sz,best_ask_orders,mid_px,spread_px,spread_bps,bid_depth_5_sz,bid_depth_5_notional,ask_depth_5_sz,ask_depth_5_notional,bid_depth_20_sz,bid_depth_20_notional,ask_depth_20_sz,ask_depth_20_notional
2026-04-29T00:00:00.650195Z,2026-04-28T23:59:59.536000Z,1777420799536,GOLD,xyz:GOLD,4595.8,41.7576,12,4595.9,17.129,6,4595.85,0.0999999999994543,0.21758760620876288,55.568999999999996,255381.00152999998,35.1362,161485.10612,181.2078,832551.2209099999,242.91920000000002,1116727.4987799998
2026-04-29T00:00:01.313762Z,2026-04-28T23:59:59.536000Z,1777420799536,GOLD,xyz:GOLD,4595.8,41.7576,12,4595.9,17.129,6,4595.85,0.0999999999994543,0.21758760620876288,55.568999999999996,255381.00152999998,35.1362,161485.10612,181.2078,832551.2209099999,242.91920000000002,1116727.4987799998
2026-04-29T00:00:02.000955Z,2026-04-29T00:00:00.675000Z,1777420800675,GOLD,xyz:GOLD,4595.8,3.4258,6,4595.9,17.129,6,4595.85,0.0999999999994543,0.21758760620876288,11.480500000000001,52759.71136,24.094000000000005,110734.89394000001,100.4732,461557.96812999994,181.32610000000003,833543.4842199999
2026-04-29T00:00:03.098598Z,2026-04-29T00:00:02.829000Z,1777420802829,GOLD,xyz:GOLD,4595.9,4.3512,3,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,59.3844,272915.1405,14.125499999999999,64927.968259999994,176.07870000000003,809016.29559,158.6708,729531.28049
2026-04-29T00:00:04.023126Z,2026-04-29T00:00:03.844000Z,1777420803844,GOLD,xyz:GOLD,4595.9,11.0569,10,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,60.8401,279606.45256,26.921,123738.40457999999,206.9521,950853.23772,150.9259,693864.40421
2026-04-29T00:00:05.000827Z,2026-04-29T00:00:04.385000Z,1777420804385,GOLD,xyz:GOLD,4595.9,11.0569,10,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,59.100500000000004,271611.0328,26.8425,123377.61916999999,199.41150000000005,916204.8470999999,155.6592,715631.9344799999
2026-04-29T00:00:06.001762Z,2026-04-29T00:00:05.420000Z,1777420805420,GOLD,xyz:GOLD,4595.9,16.4965,11,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,64.5401,296611.05154,26.8425,123377.61916999999,195.4148,897865.5935599997,159.1157,731526.3597
2026-04-29T00:00:07.000619Z,2026-04-29T00:00:06.534000Z,1777420806534,GOLD,xyz:GOLD,4595.9,11.0569,10,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,59.5577,273712.34794,26.8425,123377.61916999999,187.12750000000003,859782.8435099999,159.1157,731526.3597
2026-04-29T00:00:08.175974Z,2026-04-29T00:00:07.600000Z,1777420807600,GOLD,xyz:GOLD,4595.9,15.0461,10,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,63.560500000000005,292108.81373999995,15.4309,70928.50043999999,191.13030000000003,878179.3093099998,189.14200000000002,869626.16897
2026-04-29T00:00:09.000427Z,2026-04-29T00:00:08.667000Z,1777420808667,GOLD,xyz:GOLD,4595.9,9.6065,9,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,57.7042,265193.9225,15.4306,70928.42698,185.0578,850271.1952699999,189.07649999999998,869326.27983
2026-04-29T00:00:10.000369Z,2026-04-29T00:00:09.744000Z,1777420809744,GOLD,xyz:GOLD,4595.9,9.6065,9,4596.0,0.2136,2,4595.95,0.1000000000003638,0.21758287187711747,57.7042,265193.9225,14.875200000000001,68375.25551,185.0578,850271.1952699999,148.88830000000002,684522.55324
