captured_at_utc,exchange_time,exchange_time_ms,asset,coin,best_bid_px,best_bid_sz,best_bid_orders,best_ask_px,best_ask_sz,best_ask_orders,mid_px,spread_px,spread_bps,bid_depth_5_sz,bid_depth_5_notional,ask_depth_5_sz,ask_depth_5_notional,bid_depth_20_sz,bid_depth_20_notional,ask_depth_20_sz,ask_depth_20_notional
2026-04-23T07:37:28.000271Z,2026-04-23T07:37:28.648000Z,1776929848648,SILVER,xyz:SILVER,76.01,400.0,2,76.012,32.68,3,76.011,0.001999999999995339,0.26311981160560166,2200.0,167217.4,105.91000000000001,8050.76329,15695.599999999999,1192827.9279700003,11216.94,852836.7552800002
2026-04-23T07:37:29.235556Z,2026-04-23T07:37:29.188000Z,1776929849188,SILVER,xyz:SILVER,76.01,200.0,1,76.012,32.68,3,76.011,0.001999999999995339,0.26311981160560166,5403.33,410670.08072,767.0399999999998,58305.03186,19280.23,1465161.0481499997,12481.89,949008.12892
