timestamp,symbol_hyper,hyper_price,symbol_lighter,open,high,low,close,volume,lighter_price,asset,hyper_source,hyper_symbol,lighter_symbol,signed_basis_bps,abs_basis_gap_bps,overpriced_exchange,underpriced_exchange,basis_trade_side,converged_band,diverged_band,observed,signed_basis_bps_estimated,abs_basis_gap_bps_estimated,estimated
2026-04-15 11:38:00+00:00,EUR,1.17755,EURUSD,1.17757,1.17761,1.17757,1.17761,1717.0,1.17761,EURUSD,xyz,EUR,EURUSD,-0.5095065429128187,0.5095065429128187,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-0.5095065429128187,0.5095065429128187,False
2026-04-15 11:39:00+00:00,EUR,1.17755,EURUSD,1.17761,1.17763,1.17761,1.17763,424.6,1.17763,EURUSD,xyz,EUR,EURUSD,-0.6793305197716482,0.6793305197716482,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-0.6793305197716482,0.6793305197716482,False
2026-04-15 11:40:00+00:00,,,,,,,,,,EURUSD,xyz,EUR,EURUSD,,,,,,,,False,-0.8915978731593999,0.8915978731593999,True
2026-04-15 11:41:00+00:00,EUR,1.17755,EURUSD,1.17768,1.17768,1.17768,1.17768,0.0,1.17768,EURUSD,xyz,EUR,EURUSD,-1.1038652265471516,1.1038652265471516,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-1.1038652265471516,1.1038652265471516,False
2026-04-15 11:42:00+00:00,EUR,1.17765,EURUSD,1.1776,1.17761,1.17757,1.17759,2546.4,1.17759,EURUSD,xyz,EUR,EURUSD,0.5095151962919431,0.5095151962919431,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,False,True,0.5095151962919431,0.5095151962919431,False
2026-04-15 11:43:00+00:00,EUR,1.17755,EURUSD,1.17759,1.17766,1.17757,1.17766,6664.7,1.17766,EURUSD,xyz,EUR,EURUSD,-0.9340556697168267,0.9340556697168267,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-0.9340556697168267,0.9340556697168267,False
2026-04-15 11:44:00+00:00,,,,,,,,,,EURUSD,xyz,EUR,EURUSD,,,,,,,,False,-0.5094849107539767,0.5094849107539767,True
2026-04-15 11:45:00+00:00,EUR,1.17765,EURUSD,1.17766,1.17766,1.17766,1.17766,0.0,1.17766,EURUSD,xyz,EUR,EURUSD,-0.08491415179112671,0.08491415179112671,Lighter,Hyperliquid,long_hyperliquid_short_lighter,True,False,True,-0.08491415179112671,0.08491415179112671,False
2026-04-15 11:46:00+00:00,EUR,1.17745,EURUSD,1.17811,1.17811,1.17738,1.17738,6903.4,1.17738,EURUSD,xyz,EUR,EURUSD,0.5945404202556404,0.5945404202556404,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,False,True,0.5945404202556404,0.5945404202556404,False
2026-04-15 11:47:00+00:00,EUR,1.17755,EURUSD,1.17738,1.1774,1.17735,1.1774,600.0,1.1774,EURUSD,xyz,EUR,EURUSD,1.2739935451011597,1.2739935451011597,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,False,True,1.2739935451011597,1.2739935451011597,False
2026-04-15 11:48:00+00:00,,,,,,,,,,EURUSD,xyz,EUR,EURUSD,,,,,,,,False,0.12751618800710407,0.12751618800710407,True
