timestamp,symbol_hyper,hyper_price,symbol_lighter,open,high,low,close,volume,lighter_price,asset,hyper_source,hyper_symbol,lighter_symbol,signed_basis_bps,abs_basis_gap_bps,overpriced_exchange,underpriced_exchange,basis_trade_side,converged_band,diverged_band,observed,signed_basis_bps_estimated,abs_basis_gap_bps_estimated,estimated
2026-04-15 11:38:00+00:00,CRCL,106.36,CRCL,106.29,106.29,106.29,106.29,0.0,106.29,CRCL,xyz,CRCL,CRCL,6.585755950700989,6.585755950700989,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,6.585755950700989,6.585755950700989,False
2026-04-15 11:39:00+00:00,CRCL,106.44,CRCL,106.29,106.29,106.29,106.29,0.0,106.29,CRCL,xyz,CRCL,CRCL,14.112334180071961,14.112334180071961,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,14.112334180071961,14.112334180071961,False
2026-04-15 11:40:00+00:00,,,,,,,,,,CRCL,xyz,CRCL,CRCL,,,,,,,,False,11.054661774390073,11.054661774390073,True
2026-04-15 11:41:00+00:00,CRCL,106.375,CRCL,106.29,106.29,106.29,106.29,0.0,106.29,CRCL,xyz,CRCL,CRCL,7.996989368708185,7.996989368708185,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,7.996989368708185,7.996989368708185,False
2026-04-15 11:42:00+00:00,CRCL,106.32,CRCL,106.29,106.29,106.29,106.29,0.0,106.29,CRCL,xyz,CRCL,CRCL,2.8224668360143923,2.8224668360143923,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,False,True,2.8224668360143923,2.8224668360143923,False
2026-04-15 11:43:00+00:00,CRCL,106.575,CRCL,106.29,106.29,106.29,106.29,0.0,106.29,CRCL,xyz,CRCL,CRCL,26.813434942138947,26.813434942138947,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,26.813434942138947,26.813434942138947,False
2026-04-15 11:44:00+00:00,,,,,,,,,,CRCL,xyz,CRCL,CRCL,,,,,,,,False,17.44791892966169,17.44791892966169,True
2026-04-15 11:45:00+00:00,CRCL,106.49,CRCL,106.404,106.404,106.404,106.404,3.82,106.404,CRCL,xyz,CRCL,CRCL,8.082402917184428,8.082402917184428,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,8.082402917184428,8.082402917184428,False
2026-04-15 11:46:00+00:00,CRCL,106.805,CRCL,106.404,106.725,106.404,106.725,5.626,106.725,CRCL,xyz,CRCL,CRCL,7.49590067931738,7.49590067931738,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,7.49590067931738,7.49590067931738,False
2026-04-15 11:47:00+00:00,CRCL,106.84,CRCL,106.725,106.725,106.725,106.725,0.0,106.725,CRCL,xyz,CRCL,CRCL,10.775357226517901,10.775357226517901,Hyperliquid,Lighter,long_lighter_short_hyperliquid,False,True,True,10.775357226517901,10.775357226517901,False
2026-04-15 11:48:00+00:00,,,,,,,,,,CRCL,xyz,CRCL,CRCL,,,,,,,,False,15.928788943547767,15.928788943547767,True
