timestamp,symbol_hyper,hyper_price,symbol_lighter,open,high,low,close,volume,lighter_price,asset,hyper_source,hyper_symbol,lighter_symbol,signed_basis_bps,abs_basis_gap_bps,overpriced_exchange,underpriced_exchange,basis_trade_side,converged_band,diverged_band,observed,signed_basis_bps_estimated,abs_basis_gap_bps_estimated,estimated
2026-04-15 11:38:00+00:00,TSLA,366.455,TSLA,366.5,366.5,366.5,366.5,0.0,366.5,TSLA,km,TSLA,TSLA,-1.2278308321966858,1.2278308321966858,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-1.2278308321966858,1.2278308321966858,False
2026-04-15 11:39:00+00:00,TSLA,366.49,TSLA,366.72,366.72,366.72,366.72,0.65,366.72,TSLA,km,TSLA,TSLA,-6.271815008725978,6.271815008725978,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-6.271815008725978,6.271815008725978,False
2026-04-15 11:40:00+00:00,,,,,,,,,,TSLA,km,TSLA,TSLA,,,,,,,,False,-8.384285278505432,8.384285278505432,True
2026-04-15 11:41:00+00:00,TSLA,366.395,TSLA,366.78,366.78,366.78,366.78,0.0,366.78,TSLA,km,TSLA,TSLA,-10.496755548284886,10.496755548284886,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-10.496755548284886,10.496755548284886,False
2026-04-15 11:42:00+00:00,TSLA,366.22,TSLA,366.78,366.78,366.78,366.78,0.0,366.78,TSLA,km,TSLA,TSLA,-15.268008070231653,15.268008070231653,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-15.268008070231653,15.268008070231653,False
2026-04-15 11:43:00+00:00,TSLA,366.185,TSLA,366.78,366.78,366.78,366.78,0.0,366.78,TSLA,km,TSLA,TSLA,-16.222258574621897,16.222258574621897,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-16.222258574621897,16.222258574621897,False
2026-04-15 11:44:00+00:00,,,,,,,,,,TSLA,km,TSLA,TSLA,,,,,,,,False,-18.676045585909186,18.676045585909186,True
2026-04-15 11:45:00+00:00,TSLA,366.005,TSLA,366.78,366.78,366.78,366.78,0.0,366.78,TSLA,km,TSLA,TSLA,-21.129832597196476,21.129832597196476,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-21.129832597196476,21.129832597196476,False
2026-04-15 11:46:00+00:00,TSLA,366.115,TSLA,366.94,367.14,366.86,367.08,9.3499,367.08,TSLA,km,TSLA,TSLA,-26.288547455595168,26.288547455595168,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-26.288547455595168,26.288547455595168,False
2026-04-15 11:47:00+00:00,TSLA,366.435,TSLA,367.08,367.08,367.08,367.08,0.0,367.08,TSLA,km,TSLA,TSLA,-17.571101667210876,17.571101667210876,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-17.571101667210876,17.571101667210876,False
2026-04-15 11:48:00+00:00,,,,,,,,,,TSLA,km,TSLA,TSLA,,,,,,,,False,-14.438269587010444,14.438269587010444,True
2026-04-15 11:49:00+00:00,TSLA,366.665,TSLA,367.08,367.08,367.08,367.08,0.0,367.08,TSLA,km,TSLA,TSLA,-11.305437506810012,11.305437506810012,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,True,True,-11.305437506810012,11.305437506810012,False
2026-04-15 11:50:00+00:00,,,,,,,,,,TSLA,km,TSLA,TSLA,,,,,,,,False,-7.151111386762277,7.151111386762277,True
2026-04-15 11:51:00+00:00,TSLA,366.95,TSLA,367.06,367.06,367.06,367.06,0.0,367.06,TSLA,km,TSLA,TSLA,-2.996785266714541,2.996785266714541,Lighter,Hyperliquid,long_hyperliquid_short_lighter,False,False,True,-2.996785266714541,2.996785266714541,False
