asset,trades,pnl_usd,realized_pnl_usd,end_mark_pnl_usd,win_rate,avg_hold_s,profitable_avg_hold_s,avg_layers,avg_max_notional_usd
BRENTOIL,1356,2237.1978918105915,2240.183412037491,-2.985520226899651,91.00294985250737,93.22787610619469,102.07941653160454,1.0,10000.0
GOLD,606,192.69880983356572,194.7889670181221,-2.0901571845564,53.3003300330033,124.96864686468646,230.5139318885449,1.0,10000.0
SILVER,1083,1178.0365451101745,1177.3234420731028,0.7131030370716815,92.70544783010158,65.20775623268698,69.96613545816733,1.0,10000.0
WTI,1179,2109.962996595574,2107.7511080103272,2.2118885852470727,84.56318914334182,143.21204410517387,169.10330992978936,1.0,10000.0
