asset,trades,pnl_usd,realized_pnl_usd,end_mark_pnl_usd,win_rate,avg_hold_s,profitable_avg_hold_s,avg_layers,avg_max_notional_usd
BRENTOIL,1391,2290.4150590027366,2290.9121010677045,-0.4970420649677534,91.2293314162473,106.45794392523365,116.19542947202521,1.0,10000.0
GOLD,635,193.0703890303067,196.00903724694047,-2.938648216633766,52.125984251968504,153.69291338582678,232.63444108761328,1.0,10000.0
SILVER,1083,1177.5736404636593,1177.3234420731028,0.2501983905563495,92.70544783010158,85.45983379501385,91.81175298804781,1.0,10000.0
WTI,1179,2112.440985866523,2107.7511080103272,4.689877856195945,84.56318914334182,161.81679389312978,191.10431293881646,1.0,10000.0
